src_ip,dst_ip,src_port,dst_port,packet_len,tcp_flags,window_size,rst_flag,ack_flag,syn_flag,rst_ack_flags,attack_type,label
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,20494,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,4434,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,4434,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,32174,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,23414,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,62834,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,40934,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,23414,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,17574,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,48234,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,39474,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,24874,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,27794,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,38014,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,43854,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,4434,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,17574,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,14654,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,4434,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,7354,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,4434,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,26334,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,7354,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,11734,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,7354,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,14654,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,14654,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,4434,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,7354,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,7354,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2974,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1844,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,17,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,60,17,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,74,2,32120,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,62,18,14600,0,1,1,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,60,16,32120,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,571,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,60,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,1386,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,60,16,30788,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,220,24,30788,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,60,16,16616,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,60,24,16616,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,139,24,16616,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,60,16,30788,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,379,24,30788,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,60,16,17688,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,283,24,17688,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,123,24,17688,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,60,16,30788,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,123,24,30788,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,60,16,17688,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,60,17,30788,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,123,24,17688,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,38835,60,17,17688,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,60,4,0,1,0,0,0,attack1,1
192.168.154.138,192.168.154.100,38835,8443,60,4,0,1,0,0,0,attack1,1
192.168.154.138,192.168.154.100,42783,8443,74,2,32120,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,8443,42783,62,18,14600,0,1,1,0,attack1,1
192.168.154.138,192.168.154.100,42783,8443,60,16,32120,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,42783,8443,571,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,42783,60,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,42783,1386,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,42783,8443,60,16,30788,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,42783,8443,220,24,30788,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,42783,60,24,16616,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,42783,139,24,16616,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,42783,8443,60,16,30788,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,42783,8443,1435,24,30788,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,42783,60,16,19334,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,62,18,32120,0,1,1,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,14600,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,60,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,14600,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,7354,24,32120,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,1514,16,32120,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,5894,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,17520,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,20440,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,23360,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,7354,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,26280,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,29200,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,2926,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,32120,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,441,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,35040,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,451,24,35040,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,60,16,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,182,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,518,24,37960,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,60,16,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,182,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,198,24,40880,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,60,16,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,7354,24,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,7354,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,43800,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,46720,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,10274,24,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,4434,24,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,3622,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,49640,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,52560,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,55480,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,58400,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,61320,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,23414,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,64240,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,64240,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,9462,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,2974,16,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,4434,16,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,24874,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,702,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,64240,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,32174,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,14654,24,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,1382,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,64240,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,64240,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,614,24,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,60,16,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,166,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,60,16,64240,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,214,24,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,166,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,214,24,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,166,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,342,24,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,182,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,198,24,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,166,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,438,24,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,166,24,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36678,4444,1366,24,64240,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36678,60,16,31723,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36698,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36698,62,18,32120,0,1,1,0,attack1,1
192.168.154.100,192.168.154.138,36698,4444,60,16,14600,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36699,62,18,32120,0,1,1,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,60,16,14600,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36700,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36700,62,18,32120,0,1,1,0,attack1,1
192.168.154.100,192.168.154.138,36700,4444,60,16,14600,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36701,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36701,62,18,32120,0,1,1,0,attack1,1
192.168.154.100,192.168.154.138,36701,4444,60,16,14600,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36698,60,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36698,4444,60,16,14600,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36698,7354,24,32120,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36698,7354,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36698,4444,60,16,17520,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36698,4444,60,16,20440,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36698,7354,24,32120,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36698,2926,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36698,4444,60,16,23360,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36698,4444,60,16,26280,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36699,60,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,60,16,14600,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36699,7354,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,60,16,17520,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,60,16,20440,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36699,7354,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,60,16,23360,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,60,16,26280,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,60,16,29200,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36699,7354,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,60,16,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,60,16,35040,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36699,2926,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,60,16,37960,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36699,4444,60,16,40880,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36698,441,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36698,4444,60,16,29200,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36698,4444,451,24,29200,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36698,60,16,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36698,182,24,31723,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36700,60,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36700,4444,60,16,14600,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36700,7354,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36700,4444,60,16,17520,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36700,4444,60,16,20440,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,36700,4444,60,16,23360,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,4444,36700,7354,24,32120,0,1,0,0,attack1,1
